Series ID;FXRUSD;FXRTWI;FXRCR;FXRJY;FXREUR;FXRSKW;FXRUKPS;FXRSD;FXRIRE;FXRTB;FXRNZD;FXRNTD;FXRMR;FXRIR;FXRVD;FXRHKD;FXRCD;FXRSF;FXRSDR
25/08/2022;0.6955;63.5;4.7653;95.08;0.6959;930.13;0.5879;0.9676;55.55;24.98;1.1185;21.02;3.1124;10313;16289;5.4564;0.9005;0.6705;0.5341
26/08/2022;0.6957;63.6;4.7728;95.22;0.6985;927.26;0.5894;0.9683;55.59;25;1.1225;21;3.1126;10305;16295;5.4583;0.9011;0.6707;0.5329
29/08/2022;0.6858;63.2;4.7453;95.2;0.6912;925.51;0.588;0.9596;54.89;24.98;1.1228;20.85;3.0786;10213;16055;5.3824;0.896;0.665;0.5249
30/08/2022;0.6905;63.5;4.7765;95.62;0.6904;930.47;0.5898;0.9641;55.07;25.13;1.1224;21.02;3.0962;10263;16180;5.419;0.8979;0.6678;0.5304
31/08/2022;0.6902;63.3;4.7571;95.55;0.6875;924.63;0.5905;0.9627;54.84;25.12;1.1219;20.94;3.0893;10245;16189;5.4162;0.9019;0.6715;0.5292
01/09/2022;0.6834;62.9;4.717;95.22;0.6822;924.35;0.5897;0.9572;54.24;25.08;1.1209;20.84;3.0644;10169;16026;5.3641;0.8994;0.6696;0.5251
02/09/2022;0.679;62.6;4.6872;95.29;0.681;922.79;0.588;0.9522;54.16;25.01;1.1208;20.78;3.0446;10116;15923;5.3293;0.8936;0.666;0.5215
05/09/2022;0.6785;62.8;4.7076;95.23;0.6863;932.26;0.5924;0.9536;54.2;24.95;1.1149;20.88;3.0451;10125;15968;5.3257;0.8927;0.6666;0.5218
06/09/2022;0.68;62.9;4.7193;95.92;0.6829;934.86;0.5871;0.9546;54.32;24.8;1.1146;20.94;3.0546;10120;16004;5.3375;0.8922;0.6657;0.523
07/09/2022;0.6711;62.5;4.6776;96.74;0.6784;930.24;0.5846;0.9458;53.65;24.66;1.1165;20.76;3.0223;10016;15838;5.2679;0.8848;0.6612;0.5181
08/09/2022;0.6741;62.6;4.6944;96.91;0.6742;931.02;0.5855;0.947;53.75;24.57;1.1127;20.83;3.0335;10049;15865;5.2913;0.8846;0.6581;0.5222
09/09/2022;0.6828;63.1;4.7373;97.61;0.6782;942.78;0.5892;0.9555;54.37;24.85;1.119;21.11;3.0706;10140;16097;5.359;0.8896;0.6592;0.5263
12/09/2022;0.6843;63.2;4.7398;98.03;0.6781;944.85;0.5885;0.9569;54.52;24.94;1.1196;21.16;3.0814;10157;16098;5.3713;0.8912;0.6567;0.5254
13/09/2022;0.6874;63.4;4.7579;97.89;0.678;944.89;0.5881;0.9593;54.39;24.95;1.1216;21.24;3.0981;10218;16184;5.3953;0.8931;0.6539;0.5268
14/09/2022;0.6724;62.5;4.6817;96.72;0.6735;935.56;0.5843;0.945;53.5;24.67;1.1214;20.92;3.0433;10029;15861;5.2779;0.8862;0.6463;0.5145
15/09/2022;0.6748;62.7;4.7034;96.9;0.6774;940.74;0.5862;0.9491;53.69;24.81;1.1243;21.01;3.0589;10049;15929;5.2956;0.8895;0.6502;0.5201
16/09/2022;0.6702;62.5;4.7023;96.21;0.6713;935.95;0.5852;0.9448;53.5;24.85;1.123;21.01;3.0395;10009;15852;5.2603;0.8884;0.6458;0.5176
19/09/2022;0.6694;62.4;4.6951;95.89;0.6707;932.4;0.5875;0.9431;53.31;24.71;1.1224;21.05;3.0428;10028;15845;5.2543;0.8899;0.6477;0.5172
20/09/2022;0.672;62.7;4.7121;96.28;0.6709;933.96;0.5882;0.946;53.53;24.82;1.1326;21.08;3.061;10067;15906;5.2746;0.8907;0.6492;0.5193
21/09/2022;0.6667;62.4;4.6968;95.98;0.67;929.94;0.5865;0.942;53.26;24.79;1.1329;20.94;3.0445;10009;15797;5.2333;0.8917;0.6433;0.5148
23/09/2022;0.6624;62.3;4.6995;94.14;0.6739;933.75;0.5893;0.9404;53.57;24.71;1.1358;20.98;3.0282;9957;15704;5.1995;0.8933;0.6483;0.5142
26/09/2022;0.6497;61.9;4.654;93.45;0.6747;930.89;0.6148;0.9327;52.99;24.6;1.1366;20.74;2.9873;9826;15415;5.1;0.8852;0.6395;0.5076
27/09/2022;0.6501;61.8;4.6526;93.87;0.6734;926.26;0.6012;0.9328;52.88;24.65;1.1397;20.65;2.9965;9854;15430;5.1032;0.8884;0.6433;0.5111
28/09/2022;0.6386;61.2;4.6152;92.36;0.6681;920.27;0.5978;0.9232;52.29;24.35;1.142;20.36;2.9503;9741;15165;5.0129;0.8795;0.6354;0.5021
29/09/2022;0.6466;61.8;4.654;93.53;0.669;930.2;0.6;0.9321;52.9;24.73;1.1402;20.59;3.0041;9863;15370;5.0757;0.8855;0.6346;0.5104
30/09/2022;0.6502;61.5;4.608;93.95;0.6618;929.66;0.5835;0.9307;53.02;24.56;1.1363;20.61;3.0156;9903;15520;5.1039;0.8908;0.6341;0.5096
04/10/2022;0.6474;61.3;4.6069;93.74;0.6585;924.68;0.5719;0.926;52.72;24.45;1.1366;20.56;3.0091;9886;15465;5.0821;0.8809;0.6418;0.5055
05/10/2022;0.6489;61.2;4.6176;93.52;0.651;922.15;0.5676;0.9242;52.9;24.28;1.1315;20.49;3.0096;9867;15486;5.0937;0.8784;0.6361;0.5037
06/10/2022;0.6535;61.6;4.6503;94.44;0.6588;914.05;0.575;0.9286;53.33;24.3;1.1265;20.57;3.0264;9927;15606;5.1299;0.8868;0.6409;0.5066
07/10/2022;0.6405;60.7;4.5578;92.88;0.6541;904.23;0.5742;0.916;52.76;23.99;1.1338;20.26;2.979;9766;15295;5.0279;0.8806;0.6342;0.4976
10/10/2022;0.6335;60.1;4.506;92.14;0.6503;895.01;0.5717;0.9084;52.2;23.91;1.1315;20.07;2.9459;9691;15127;4.9729;0.87;0.6298;0.4939
11/10/2022;0.625;59.8;4.4961;91.11;0.646;898.06;0.5669;0.9004;51.5;23.87;1.1273;19.94;2.92;9608;14949;4.9063;0.8653;0.6262;0.4873
12/10/2022;0.6271;59.8;4.4942;91.69;0.6455;895.11;0.5703;0.9018;51.53;23.92;1.1212;19.99;2.938;9644;15012;4.9227;0.8656;0.625;0.4913
13/10/2022;0.6275;59.9;4.5075;92.14;0.6466;896.09;0.5658;0.8999;51.66;23.9;1.1177;20.01;2.9425;9634;15113;4.9256;0.8673;0.6261;0.4918
14/10/2022;0.6327;60.3;4.5394;93.29;0.6469;903.74;0.5589;0.9003;52.1;24.09;1.1174;20.18;2.9737;9737;15282;4.9666;0.8684;0.6323;0.4957
17/10/2022;0.623;59.6;4.4861;92.7;0.6398;894.64;0.555;0.889;51.33;23.81;1.1165;19.97;2.9381;9646;15164;4.8906;0.8619;0.6254;0.4881
18/10/2022;0.6322;60.3;4.5477;94.07;0.6414;898.24;0.5551;0.8963;51.89;24;1.1095;20.21;2.9792;9773;15404;4.9626;0.8643;0.628;0.4952
19/10/2022;0.6312;60.3;4.5563;94.24;0.6414;897.88;0.5573;0.8969;51.99;24.02;1.1087;20.21;2.9799;9774;15471;4.9549;0.8678;0.6282;0.4936
20/10/2022;0.6254;60;4.5183;93.75;0.6397;894.58;0.5573;0.8914;52;23.9;1.1077;20.09;2.9561;9735;15341;4.9087;0.8614;0.6285;0.4901
21/10/2022;0.6265;60.2;4.5397;94.22;0.6412;901.5;0.5595;0.8938;51.84;24.03;1.1077;20.16;2.968;9783;15475;4.9178;0.8634;0.6303;0.4907
24/10/2022;0.6346;60.8;4.6021;94.49;0.6445;911.26;0.5592;0.8998;52.48;24.35;1.1046;20.44;3.0072;9885;15773;4.9812;0.8681;0.6333;0.4986
25/10/2022;0.6325;60.8;4.6211;94.18;0.6403;907.13;0.5598;0.8994;52.34;24.21;1.1073;20.47;2.9987;9876;15720;4.9649;0.8668;0.6328;0.4952
26/10/2022;0.6403;61.3;4.6661;94.93;0.6432;913.71;0.5591;0.9065;52.83;24.33;1.1141;20.66;3.0267;9989;15909;5.0262;0.871;0.6369;0.501
27/10/2022;0.6511;61.8;4.6996;94.94;0.6465;924.08;0.5601;0.9149;53.58;24.55;1.1109;20.83;3.0679;10138;16157;5.1101;0.8821;0.6421;0.5045
28/10/2022;0.6469;61.5;4.6751;94.64;0.6479;917.47;0.559;0.9104;53.27;24.39;1.1032;20.78;3.0543;10046;16063;5.0764;0.8756;0.6399;0.5013
31/10/2022;0.642;61.3;4.6649;94.99;0.6446;913.26;0.5535;0.9062;52.91;24.38;1.1025;20.71;3.0351;10013;15954;5.0394;0.8741;0.6399;0.4995
01/11/2022;0.6423;61.5;4.6923;95.32;0.6485;912.64;0.5582;0.9079;53.13;24.38;1.097;20.71;3.04;10039;15955;5.0417;0.8725;0.6426;0.5005
02/11/2022;0.6412;61.3;4.6645;94.65;0.6489;909.48;0.5573;0.9061;53.03;24.17;1.094;20.62;3.0399;10034;15927;5.0334;0.8724;0.6404;0.4987
03/11/2022;0.6369;61;4.6526;93.79;0.6476;904.13;0.5578;0.9019;52.75;24.09;1.0917;20.52;3.0221;9988;15837;4.9996;0.8719;0.638;0.4963
04/11/2022;0.6348;60.7;4.599;93.87;0.6487;900.12;0.565;0.8983;52.39;23.87;1.0911;20.4;3.0131;9979;15790;4.9831;0.868;0.6404;0.4986
07/11/2022;0.643;61.2;4.6378;94.65;0.6469;902.3;0.5675;0.9048;52.82;24.04;1.0908;20.61;3.0504;10091;15993;5.0475;0.8697;0.6404;0.503
08/11/2022;0.6464;61.4;4.6813;94.83;0.6459;896.74;0.5625;0.9072;52.95;24.16;1.0902;20.68;3.0662;10137;16077;5.0742;0.8734;0.6408;0.5021
09/11/2022;0.65;61.6;4.7103;94.63;0.6455;887.28;0.5631;0.9094;53.03;23.93;1.0934;20.68;3.0657;10172;16164;5.1021;0.8735;0.6413;0.5047
10/11/2022;0.6419;61;4.6601;93.84;0.64;880.22;0.5629;0.8996;52.37;23.64;1.0932;20.38;3.019;10080;15963;5.0387;0.8686;0.6312;0.4975
11/11/2022;0.6621;61.9;4.7447;93.85;0.6495;877.95;0.5669;0.9161;53.5;23.85;1.0997;20.76;3.0735;10268;16450;5.1923;0.8825;0.6396;0.5152
14/11/2022;0.6682;61.8;4.7133;93.12;0.6479;885.06;0.568;0.918;54.17;23.9;1.0968;20.71;3.064;10356;16541;5.2376;0.8864;0.6327;0.5104
15/11/2022;0.6696;62;4.7194;94.01;0.6487;885.41;0.5692;0.9194;54.5;23.93;1.097;20.8;3.0718;10428;16599;5.246;0.8914;0.6327;0.5116
16/11/2022;0.6744;62.5;4.7801;94.45;0.6518;897.96;0.5697;0.9268;54.93;24.12;1.0986;21.04;3.0635;10537;16718;5.2781;0.8971;0.6381;0.5125
17/11/2022;0.6708;62.4;4.7856;93.6;0.6468;901.49;0.5643;0.9214;54.7;24.08;1.095;20.9;3.0531;10527;16636;5.2504;0.8961;0.635;0.51
18/11/2022;0.6704;62.3;4.7785;93.78;0.6468;899.05;0.5637;0.9211;54.74;24.03;1.0892;20.87;3.0527;10521;16628;5.2445;0.8932;0.6385;0.5115
21/11/2022;0.6645;62;4.7578;93.32;0.6463;900.47;0.5615;0.9161;54.4;23.97;1.0837;20.73;3.0321;10441;16495;5.1931;0.8915;0.6351;0.5063
22/11/2022;0.6624;61.9;4.7376;93.86;0.6456;896.02;0.5587;0.9142;54.15;23.96;1.0811;20.65;3.0325;10408;16463;5.1728;0.8895;0.6337;0.5079
23/11/2022;0.6639;62;4.751;93.9;0.6435;899.49;0.5589;0.9162;54.29;24.02;1.0776;20.72;3.0357;10427;16497;5.1901;0.8888;0.6318;0.5079
24/11/2022;0.6767;62.7;4.829;93.88;0.6477;897.44;0.5588;0.9293;55.26;24.31;1.081;20.94;3.0509;10586;16813;5.2847;0.9022;0.6356;0.517
25/11/2022;0.6775;62.7;4.8504;93.8;0.6501;894.64;0.5589;0.9291;55.23;24.12;1.0799;20.87;3.0179;10614;16775;5.2914;0.9025;0.639;0.5176
28/11/2022;0.6693;62.3;4.8196;92.7;0.6459;896.2;0.5552;0.922;54.68;23.91;1.0771;20.75;3.001;10529;16599;5.2329;0.8996;0.6336;0.5113
29/11/2022;0.6706;62.2;4.8028;92.86;0.6452;888.78;0.5579;0.9211;54.74;23.87;1.0799;20.73;3.0227;10551;16604;5.2381;0.9007;0.6345;0.5091
30/11/2022;0.6698;62.1;4.7835;92.81;0.6468;883.16;0.5588;0.9184;54.66;23.67;1.0765;20.65;2.9977;10541;16511;5.2297;0.9091;0.6377;0.5097
01/12/2022;0.6809;62.5;4.8105;93.08;0.6523;887.44;0.5629;0.9253;55.24;23.82;1.0764;20.84;3.0011;10647;16696;5.308;0.9136;0.6422;0.5178
02/12/2022;0.6813;62.3;4.8057;92.04;0.6476;885.85;0.5563;0.9216;55.31;23.7;1.0679;20.81;2.9953;10518;16617;5.3034;0.9155;0.6388;0.5158
05/12/2022;0.6841;62;4.7581;91.88;0.6466;883.21;0.5543;0.9201;55.71;23.79;1.0638;20.82;2.9871;10552;16367;5.3143;0.9167;0.6395;0.515
06/12/2022;0.6731;61.5;4.6978;92.13;0.6415;883.61;0.5521;0.9127;55.39;23.57;1.0637;20.6;2.9492;10492;16154;5.231;0.9151;0.6346;0.506
07/12/2022;0.6692;61.2;4.673;91.97;0.6396;880.55;0.5516;0.9093;55.19;23.44;1.0589;20.52;2.9485;10443;15970;5.2099;0.9132;0.6307;0.5046
08/12/2022;0.6716;61.3;4.6843;91.98;0.6395;887.22;0.5511;0.9118;55.27;23.36;1.057;20.59;2.9591;10497;16001;5.2314;0.9186;0.6325;0.5073
09/12/2022;0.6792;61.8;4.7268;92.38;0.6421;883.54;0.5535;0.917;55.82;23.63;1.0603;20.8;2.9875;10585;16016;5.291;0.9231;0.6342;0.5125
12/12/2022;0.6779;61.9;4.7307;92.82;0.6446;887.56;0.5542;0.9186;56.02;23.59;1.0599;20.82;2.9953;10604;15981;5.2729;0.9257;0.6345;0.5101
13/12/2022;0.6755;61.7;4.715;93.01;0.6408;880.15;0.5506;0.9151;55.84;23.52;1.0583;20.74;2.9965;10580;15945;5.2503;0.9207;0.6324;0.5086
14/12/2022;0.6837;62.1;4.7584;92.68;0.6435;885.72;0.5537;0.9218;56.5;23.66;1.0613;20.88;3.0185;10699;16070;5.3162;0.9276;0.6353;0.5154
15/12/2022;0.6824;62;4.7497;92.63;0.6408;887.95;0.5512;0.921;56.34;23.73;1.0603;20.89;3.0077;10665;16050;5.3072;0.9255;0.632;0.5116
16/12/2022;0.6706;61.2;4.6761;91.99;0.6299;878.33;0.549;0.9097;55.57;23.44;1.0544;20.63;2.9674;10478;15796;5.2154;0.9147;0.6214;0.5039
